Country Code,IMF Country Code,Country,Indicator Type,Series Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
DMA,321,Dominica,Inflation,Headline Consumer Price Inflation,12.4,3.6,3.7,12.1,34.4,19.9,10.9,9.5,7.7,18.0,23.9,13.3,4.4,4.2,2.1,2.1,3.0,4.8,2.3,7.7,3.2,5.6,5.3,1.6,0.0,1.3,1.7,2.4,1.0,1.2,0.8,1.6,0.2,1.5,2.4,1.7,2.6,3.2,6.4,0.0,2.8,1.1,1.4,0.0,0.8,-0.8,0.0,0.3,1.0,1.6,-0.3,1.6,7.5
DNK,128,Denmark,Inflation,Headline Consumer Price Inflation,6.5,5.9,6.6,9.3,15.3,9.6,9.0,10.9,10.2,9.6,12.3,11.8,10.1,6.9,6.3,4.7,3.7,4.0,4.5,4.8,2.6,2.4,2.1,1.3,2.0,2.1,2.1,2.2,1.8,2.5,2.9,2.3,2.4,2.1,1.2,1.8,1.9,1.7,3.4,1.3,2.3,2.8,2.4,0.8,0.6,0.5,0.3,1.1,0.8,0.7,0.4,1.9,7.7
DOM,243,Dominican Republic,Inflation,Headline Consumer Price Inflation,3.8,3.6,8.6,15.1,13.1,14.5,7.8,12.9,3.5,9.2,21.7,7.5,7.6,5.7,20.2,45.3,7.5,13.6,43.8,40.7,50.3,47.4,4.2,5.2,8.2,12.5,5.4,8.3,4.8,6.5,7.8,8.9,5.2,27.5,51.3,4.2,7.6,6.2,10.7,1.5,6.3,8.4,3.7,4.8,3.0,0.8,1.6,3.3,3.6,1.8,3.8,8.2,8.8
DZA,612,Algeria,Inflation,Headline Consumer Price Inflation,6.6,2.6,3.7,6.2,4.7,8.2,9.4,12.0,17.5,11.3,9.7,14.6,6.6,7.8,6.3,10.4,14.0,5.9,5.9,9.2,9.3,25.9,31.7,20.5,29.0,29.8,18.7,5.7,4.9,2.6,0.3,4.2,1.4,4.3,4.0,1.4,2.3,3.9,4.4,9.4,4.2,5.7,9.7,4.1,3.9,4.4,5.8,5.6,3.5,2.0,2.4,7.2,9.3
ECU,248,Ecuador,Inflation,Headline Consumer Price Inflation,5.1,0.0,0.0,0.0,42.1,6.2,2.5,29.6,0.0,20.8,3.3,18.2,16.9,49.7,29.9,28.5,21.8,29.6,58.9,75.3,48.5,48.6,54.7,45.0,27.4,22.9,24.5,30.7,36.2,52.2,96.0,37.4,12.4,7.9,2.8,2.2,3.3,2.3,8.4,5.2,3.6,4.5,5.1,2.7,3.6,4.0,1.7,0.4,-0.2,0.3,-0.3,0.1,3.5
EGY,469,"Egypt, Arab Rep.",Inflation,Headline Consumer Price Inflation,3.8,4.4,1.4,4.6,11.9,9.1,10.1,13.2,11.0,9.9,21.0,10.2,14.3,16.6,16.8,12.5,23.4,19.8,17.8,21.2,16.8,19.8,13.6,12.1,8.1,15.7,7.3,4.5,4.0,3.1,2.7,2.3,2.7,4.5,11.3,4.9,7.6,9.5,18.3,11.9,11.1,10.1,7.1,9.5,10.1,10.3,13.8,23.5,14.4,13.9,5.7,5.2,13.9
ERI,643,Eritrea,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,4.8,13.1,12.0,10.3,3.7,9.5,8.4,19.9,14.6,16.9,22.7,25.1,12.5,15.1,9.3,19.9,33.0,11.2,3.9,6.0,6.5,10.0,9.0,9.0,-13.3,-14.4,-16.4,4.9,6.6,7.4
ESP,184,Spain,Inflation,Headline Consumer Price Inflation,5.8,8.2,8.3,11.4,15.7,17.0,17.6,24.5,19.8,15.7,15.6,14.5,14.4,12.2,11.3,8.8,8.8,5.2,4.8,6.8,6.7,5.9,5.9,4.6,4.7,4.7,3.6,2.0,1.8,2.3,3.4,3.6,3.1,3.0,3.0,3.4,3.5,2.8,4.1,-0.3,1.8,3.2,2.4,1.4,-0.2,-0.5,-0.2,2.0,1.7,0.7,-0.3,3.1,8.4
EST,939,Estonia,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,202.0,1075.9,89.6,47.7,28.7,23.0,10.6,8.2,3.3,4.0,5.7,3.6,1.3,3.0,4.1,4.4,6.6,10.4,-0.1,3.0,5.0,3.9,2.8,-0.1,-0.5,0.1,3.7,3.4,2.3,-0.4,4.7,19.4
ETH,644,Ethiopia,Inflation,Headline Consumer Price Inflation,10.1,0.5,-6.1,8.9,8.6,6.7,28.8,16.9,18.8,13.2,12.4,1.9,7.8,3.6,-0.3,18.4,5.6,-9.1,2.2,9.6,5.2,20.9,21.0,10.0,1.2,13.4,0.9,-6.4,3.6,7.9,0.7,-8.2,1.7,17.8,3.2,11.7,13.6,17.2,44.4,8.5,8.1,33.2,24.1,8.1,7.4,10.1,7.3,10.7,13.8,15.8,20.4,26.8,34.0
FIN,172,Finland,Inflation,Headline Consumer Price Inflation,2.7,6.5,6.7,10.8,16.9,17.8,14.3,11.8,7.8,7.5,11.6,11.3,9.6,8.4,7.1,5.2,2.9,4.1,5.1,6.6,6.1,4.3,2.9,2.2,1.1,0.8,0.6,1.2,1.4,1.2,3.0,2.6,1.6,0.9,0.2,0.6,1.6,2.5,4.1,0.0,1.2,3.4,2.8,1.5,1.0,-0.2,0.4,0.8,1.1,1.1,0.3,2.2,7.1
FJI,819,Fiji,Inflation,Headline Consumer Price Inflation,4.1,9.1,22.0,11.1,14.5,13.1,11.4,7.0,6.1,7.8,14.5,11.2,7.0,6.8,5.3,4.4,1.8,5.7,11.8,6.2,8.2,6.5,4.9,5.2,0.8,2.2,3.0,3.4,5.7,2.0,1.1,4.3,0.7,4.2,2.8,2.3,2.5,4.8,7.7,3.7,3.7,7.3,3.4,2.9,0.5,1.4,3.9,3.4,4.1,1.8,-2.6,0.2,4.5
FRA,132,France,Inflation,Headline Consumer Price Inflation,5.8,5.4,6.1,7.4,13.6,11.7,9.6,9.5,9.3,10.6,13.6,13.3,12.0,9.5,7.7,5.8,2.5,3.3,2.7,3.5,3.2,3.2,2.4,2.1,1.7,1.8,2.0,1.2,0.7,0.5,1.7,1.6,1.9,2.1,2.1,1.7,1.7,1.5,2.8,0.1,1.5,2.1,2.0,0.9,0.5,0.0,0.2,1.2,1.9,1.3,0.5,1.6,5.2
FSM,868,"Micronesia, Fed. Sts.",Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.7,1.6,1.9,1.8,1.3,-0.2,-0.2,1.7,4.1,4.4,3.6,6.6,7.7,3.7,4.1,6.3,2.2,0.7,-0.2,-1.0,0.1,1.5,1.9,0.5,2.1,5.4
GAB,646,Gabon,Inflation,Headline Consumer Price Inflation,3.8,3.9,3.5,6.2,12.1,28.5,20.2,13.9,10.8,8.0,12.3,8.6,16.7,10.4,5.9,7.3,6.4,-1.0,-9.8,6.9,15.4,-9.8,-9.5,0.5,36.1,9.6,0.7,4.0,1.4,-1.9,0.5,2.1,0.2,2.1,0.4,1.2,-1.4,-1.0,5.3,1.9,1.4,1.3,2.7,0.5,4.5,-0.1,2.1,2.7,4.8,2.0,1.4,1.1,4.2
GBR,112,United Kingdom,Inflation,Headline Consumer Price Inflation,6.4,9.4,7.1,9.2,16.0,24.2,16.6,15.8,8.3,13.4,18.0,11.9,8.6,4.6,5.0,6.1,3.4,4.1,4.2,5.8,8.0,7.4,4.6,2.6,2.2,2.6,2.9,2.2,1.9,1.8,1.1,1.6,1.5,1.3,1.4,2.1,2.5,2.3,3.5,2.0,2.5,3.9,2.6,2.3,1.4,0.4,1.0,2.7,2.3,1.8,1.0,2.5,7.9
GEO,915,Georgia,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,887.4,3125.4,15606.5,162.7,39.3,7.1,3.5,19.2,4.0,4.7,5.6,4.8,5.6,8.2,9.2,9.2,10.0,1.7,7.1,8.5,-0.9,-0.5,3.1,4.0,2.1,6.0,2.6,4.9,5.2,9.6,11.9
GHA,652,Ghana,Inflation,Headline Consumer Price Inflation,3.0,9.6,10.1,17.7,18.1,29.8,56.1,116.4,73.1,54.4,50.0,116.5,22.5,122.2,40.0,10.3,24.5,39.8,31.4,25.2,37.2,18.1,10.0,24.9,24.9,59.3,44.5,24.8,19.2,12.5,25.1,32.9,14.8,26.6,12.7,15.1,11.7,10.7,16.5,13.1,6.7,7.7,7.1,11.7,15.5,17.1,17.4,12.4,9.8,7.2,10.0,10.0,31.3
GIN,656,Guinea,Inflation,Headline Consumer Price Inflation,4.3,5.6,5.6,10.0,4.2,4.8,6.2,4.6,6.7,11.2,40.0,35.0,29.9,30.3,26.0,19.0,64.7,36.9,27.3,28.3,25.7,19.7,16.6,7.1,4.2,5.6,3.0,1.9,5.1,4.6,6.8,5.4,3.0,11.0,17.5,31.4,34.7,22.9,18.4,4.7,15.5,21.4,15.2,11.9,9.7,8.2,8.2,8.9,9.8,9.5,10.6,12.6,10.5
GMB,648,"Gambia, The",Inflation,Headline Consumer Price Inflation,-2.0,3.1,8.7,6.9,9.2,25.9,17.0,12.4,8.9,6.1,5.0,7.9,8.2,10.6,22.1,18.3,56.6,23.7,11.5,8.3,12.2,8.6,9.5,6.5,1.7,7.0,1.1,2.8,1.1,3.8,0.9,4.5,8.6,17.0,14.3,5.0,2.1,5.4,4.5,4.6,5.0,4.8,4.6,5.2,6.3,6.8,7.2,8.0,6.5,7.1,5.9,7.4,11.5
GNB,654,Guinea-Bissau,Inflation,Headline Consumer Price Inflation,4.4,5.6,5.5,0.8,30.7,19.8,1.6,3.0,-4.4,26.0,64.8,41.9,16.5,23.3,64.9,112.7,26.5,86.8,60.3,80.8,33.0,57.6,69.4,48.2,15.2,45.1,50.9,49.1,8.1,-2.1,8.6,3.3,3.3,-3.5,0.8,3.4,2.0,4.6,10.4,-1.6,1.1,5.1,2.1,0.8,-1.0,1.5,1.5,1.1,1.4,0.2,1.5,3.3,9.4
GNQ,642,Equatorial Guinea,Inflation,Headline Consumer Price Inflation,1.7,5.6,6.9,10.3,18.0,12.7,15.4,12.1,9.4,12.2,12.2,16.7,38.3,60.1,59.5,84.0,-17.6,-13.2,2.5,6.1,0.9,-3.4,-4.3,5.5,31.8,19.9,4.5,3.0,7.9,0.4,4.8,8.7,7.6,7.3,4.2,5.6,4.5,2.8,4.7,5.7,5.3,4.8,3.4,3.2,4.3,1.7,1.4,0.7,1.1,1.2,4.8,-0.1,4.8
GRC,174,Greece,Inflation,Headline Consumer Price Inflation,3.2,3.3,4.3,15.4,26.6,13.6,13.0,12.4,12.6,19.1,24.7,24.5,21.0,20.2,18.5,19.3,23.0,16.4,13.5,13.7,20.4,19.5,15.9,14.4,10.9,8.9,8.2,5.5,4.8,2.6,3.2,3.4,3.6,3.5,2.9,3.5,3.2,2.9,4.2,1.2,4.7,3.3,1.5,-0.9,-1.3,-1.7,-0.8,1.1,0.6,0.5,-1.2,1.2,9.6
GRD,328,Grenada,Inflation,Headline Consumer Price Inflation,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,17.9,20.9,15.5,18.8,7.8,6.1,5.7,2.5,0.6,-0.9,4.0,5.6,2.7,2.6,3.8,2.8,6.4,3.0,2.0,1.2,1.4,0.6,2.1,1.7,1.1,2.2,2.3,3.5,4.3,3.9,8.0,-0.3,3.4,3.0,2.4,0.0,-1.0,-0.6,1.7,0.9,0.8,0.6,-0.7,1.2,2.7
GTM,258,Guatemala,Inflation,Headline Consumer Price Inflation,2.3,-2.5,-3.8,12.0,19.7,12.9,10.7,12.6,7.8,11.6,10.8,11.4,0.1,3.6,3.3,19.2,32.8,10.8,10.3,12.9,41.0,35.1,10.2,13.4,12.5,8.4,11.1,9.2,6.6,5.2,6.0,7.3,8.1,5.6,7.6,9.1,6.6,6.8,11.4,1.9,3.9,6.2,3.8,4.3,3.4,2.4,4.5,4.4,3.8,3.7,3.2,4.3,6.9
GUY,336,Guyana,Inflation,Headline Consumer Price Inflation,3.4,1.0,4.9,7.6,17.5,7.8,9.0,8.3,15.1,17.9,14.1,22.2,20.6,15.3,25.1,15.0,7.9,28.7,39.9,89.5,64.3,103.1,26.7,8.4,12.4,12.2,7.1,3.6,4.6,7.5,6.1,2.6,5.4,6.0,4.7,6.9,6.7,12.2,8.1,3.0,4.3,4.4,2.4,1.9,0.7,-0.9,0.8,1.9,1.3,2.1,0.7,3.3,6.0
HKG,532,"Hong Kong SAR, China",Inflation,Headline Consumer Price Inflation,,,,,,,,,,,4.4,9.5,11.0,9.9,8.6,3.5,3.6,5.7,7.8,10.2,10.3,11.2,9.6,8.8,8.8,9.0,6.3,5.8,2.8,-4.0,-3.7,-1.6,-3.0,-2.6,-0.4,0.9,2.0,2.0,4.3,0.6,2.3,5.3,4.1,4.3,4.4,3.0,2.4,1.5,2.4,2.9,0.3,1.6,1.9
HND,268,Honduras,Inflation,Headline Consumer Price Inflation,2.9,2.1,3.8,4.9,13.0,8.4,4.8,8.3,5.8,11.9,18.4,9.4,8.8,8.1,4.8,3.3,4.5,2.4,4.6,9.7,23.4,33.9,8.7,10.8,21.7,29.5,23.8,20.2,13.7,11.7,11.1,9.6,7.7,7.7,8.1,8.8,5.6,7.0,11.4,5.5,4.7,6.8,5.2,5.2,6.1,3.2,2.7,3.9,4.3,4.4,3.5,4.5,9.1
HRV,960,Croatia,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,40.2,31.8,40.6,46.2,78.9,91.2,130.8,186.7,1181.4,598.7,122.6,635.6,1523.7,101.0,2.0,3.6,3.6,6.6,4.0,4.6,3.8,1.7,1.8,2.0,3.3,3.2,2.9,6.1,2.4,1.0,2.3,3.4,2.2,-0.2,-0.5,-1.1,1.1,1.5,0.8,0.3,2.6,10.8
HTI,263,Haiti,Inflation,Headline Consumer Price Inflation,1.4,9.6,3.2,22.7,15.0,16.8,7.0,6.5,-2.7,13.1,19.1,10.9,7.4,10.2,6.4,10.6,3.3,-11.4,4.1,6.9,21.3,15.4,19.4,22.6,42.6,30.2,20.6,16.2,12.7,8.1,11.5,16.5,9.3,26.7,28.3,16.8,14.2,9.0,14.4,3.4,4.1,7.4,6.8,6.8,3.9,7.5,13.4,14.7,12.9,17.3,22.8,15.9,34.0
HUN,944,Hungary,Inflation,Headline Consumer Price Inflation,4.3,5.7,-3.7,3.4,1.8,3.8,5.2,5.2,4.7,7.5,8.6,4.7,6.8,7.3,8.5,6.9,5.3,8.7,15.7,17.1,28.4,34.8,23.7,22.5,18.9,28.3,23.5,18.3,14.2,10.0,9.8,9.1,5.3,4.7,6.7,3.6,3.9,8.0,6.0,4.2,4.9,3.9,5.7,1.7,-0.2,-0.1,0.4,2.4,2.9,3.4,3.3,5.1,14.6
IDN,536,Indonesia,Inflation,Headline Consumer Price Inflation,12.3,4.2,6.5,31.0,40.5,19.2,19.8,11.1,8.1,16.2,18.0,12.3,9.4,11.8,10.5,4.7,5.8,9.3,8.0,6.4,7.8,9.4,7.5,9.7,8.5,9.4,8.0,6.2,58.5,20.5,3.7,11.5,11.9,6.8,6.1,10.5,13.1,6.4,10.2,4.4,5.1,5.4,4.3,6.4,6.4,6.4,3.5,3.8,3.2,2.8,1.9,1.6,4.2
IND,534,India,Inflation,Headline Consumer Price Inflation,5.1,3.1,6.4,16.9,28.6,5.7,-7.6,8.3,2.5,6.3,11.3,13.1,7.9,11.9,8.3,5.6,8.7,8.8,9.4,7.1,9.0,13.9,11.8,6.3,10.2,10.2,9.0,7.2,13.2,4.7,4.0,3.8,4.3,3.8,3.8,4.2,5.8,6.4,8.3,10.9,12.0,8.9,9.3,10.9,6.4,5.9,4.9,3.6,4.9,4.8,6.6,4.9,5.9
IRL,178,Ireland,Inflation,Headline Consumer Price Inflation,8.2,9.0,8.6,11.4,17.0,20.9,18.0,13.5,7.7,13.3,18.2,20.4,17.1,10.4,8.7,5.4,3.8,3.2,2.1,4.1,3.3,3.2,3.1,1.5,2.3,2.5,1.8,1.5,2.4,1.6,5.6,4.9,4.6,3.5,2.2,2.4,3.9,4.9,4.1,-4.5,-0.9,2.6,1.7,0.5,0.2,-0.3,0.0,0.3,0.5,0.9,-0.3,2.4,7.8
IRN,429,"Iran, Islamic Rep.",Inflation,Headline Consumer Price Inflation,1.7,4.2,6.4,9.8,14.2,12.9,11.3,27.3,11.7,10.5,20.6,24.2,18.7,19.7,12.6,4.4,23.7,27.7,28.9,17.4,9.0,20.2,24.5,22.5,34.9,49.3,23.9,16.5,18.5,20.2,12.3,11.5,15.8,15.6,15.3,10.3,12.0,18.4,25.3,10.8,12.3,21.5,30.6,36.6,16.6,12.5,7.3,9.6,18.0,41.0,36.5,43.4,36.2
IRQ,433,Iraq,Inflation,Headline Consumer Price Inflation,4.4,3.6,5.2,4.9,7.7,9.5,12.8,9.2,4.6,31.7,13.2,-27.5,22.0,12.2,7.8,4.2,1.3,14.0,21.4,6.3,53.7,181.0,83.6,207.7,448.5,387.3,-16.1,23.1,14.8,12.6,5.0,16.4,19.3,33.6,27.0,37.0,53.2,30.8,2.7,-2.2,2.4,5.6,6.1,1.9,2.2,1.4,0.5,0.1,0.6,-0.2,0.6,6.0,5.0
ISL,176,Iceland,Inflation,Headline Consumer Price Inflation,13.1,6.7,9.7,21.0,42.7,49.4,32.8,30.3,43.7,44.4,58.5,51.8,50.2,84.0,30.9,32.0,22.1,18.3,25.7,20.8,15.5,6.8,3.9,4.0,1.6,1.7,2.3,1.8,1.7,3.2,5.1,6.4,5.2,2.1,3.2,4.0,6.7,5.1,12.7,12.0,5.4,4.0,5.2,3.9,2.0,1.6,1.7,1.8,2.7,3.0,2.8,4.4,8.3
ISR,436,Israel,Inflation,Headline Consumer Price Inflation,6.1,12.0,12.9,20.0,39.7,39.3,31.3,34.6,50.6,78.3,131.0,116.8,120.4,146.0,373.2,308.8,48.0,19.7,16.4,20.2,17.2,19.0,12.0,11.0,12.4,10.0,11.4,8.9,5.5,5.2,1.1,1.2,5.7,0.7,-0.4,1.3,2.1,0.5,4.6,3.3,2.7,3.5,1.7,1.6,0.5,-0.6,-0.5,0.2,0.8,0.8,-0.6,1.5,4.4
ITA,136,Italy,Inflation,Headline Consumer Price Inflation,4.8,4.8,5.7,10.8,19.2,17.0,16.6,17.1,12.1,14.8,21.1,18.0,16.5,14.6,10.8,9.2,5.8,4.7,5.1,6.3,6.5,6.3,5.3,4.6,4.1,5.2,4.0,2.0,2.0,1.7,2.5,2.8,2.5,2.7,2.2,2.0,2.1,1.8,3.3,0.8,1.5,2.8,3.0,1.2,0.2,0.0,-0.1,1.3,1.1,0.6,-0.1,1.9,8.2
JAM,343,Jamaica,Inflation,Headline Consumer Price Inflation,14.7,0.0,0.0,25.0,26.7,17.5,7.5,13.9,32.9,30.3,26.8,12.8,7.4,11.0,27.7,25.9,14.9,6.5,8.2,14.2,21.9,51.5,77.3,21.9,35.2,19.9,26.4,9.7,8.6,5.9,8.1,6.8,7.1,10.1,13.5,15.1,8.5,9.3,22.0,9.6,12.6,7.5,6.9,9.3,8.3,3.7,2.4,4.4,3.7,3.9,5.2,5.9,10.3
JOR,439,Jordan,Inflation,Headline Consumer Price Inflation,6.8,4.8,7.7,11.1,19.4,12.0,11.5,11.8,6.9,14.3,11.0,12.0,6.5,1.9,3.9,2.9,0.0,-0.2,6.6,25.7,16.1,8.1,4.0,4.5,2.3,2.4,6.6,3.0,3.1,0.6,0.7,1.8,1.8,2.3,2.6,3.5,6.2,4.7,14.0,-0.7,4.9,4.2,4.5,4.8,2.9,-0.9,-0.8,3.3,4.5,0.7,0.3,1.3,4.2
JPN,158,Japan,Inflation,Headline Consumer Price Inflation,7.7,6.4,4.8,11.6,23.2,11.7,9.4,8.2,4.2,3.7,7.8,4.9,2.7,1.9,2.3,2.0,0.6,0.1,0.7,2.3,3.1,3.3,1.8,1.2,0.7,-0.1,0.1,1.7,0.7,-0.3,-0.7,-0.7,-0.9,-0.3,0.0,-0.3,0.2,0.1,1.4,-1.4,-0.7,-0.3,-0.1,0.3,2.8,0.8,-0.1,0.5,1.0,0.5,0.0,-0.2,2.5
KAZ,916,Kazakhstan,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,2958.1,1662.3,1863.3,176.1,39.2,17.6,7.2,8.4,13.4,8.5,6.0,6.4,6.9,7.5,8.6,10.8,17.2,7.3,7.1,8.4,5.2,5.8,6.6,6.7,14.6,7.4,6.0,5.2,6.7,8.0,14.4
KEN,664,Kenya,Inflation,Headline Consumer Price Inflation,2.2,3.8,5.8,9.3,17.8,19.1,11.4,14.8,16.9,8.0,13.9,11.6,20.7,11.4,10.3,10.7,10.6,8.6,12.4,13.4,15.7,19.0,27.3,46.1,28.7,1.6,8.8,11.3,5.4,5.8,10.0,5.8,2.0,9.8,11.8,9.9,6.0,4.3,15.1,10.5,4.1,14.0,9.4,5.7,6.9,6.6,6.3,8.0,4.7,5.2,5.4,6.1,7.7
KGZ,917,Kyrgyz Republic,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,-71.3,1086.2,180.7,42.2,31.9,23.4,10.5,35.9,19.7,6.9,2.1,3.0,4.1,4.4,5.5,10.3,24.5,6.8,8.0,16.6,2.8,6.6,7.5,6.5,0.4,3.2,1.5,1.1,6.3,11.9,13.9
KHM,522,Cambodia,Inflation,Headline Consumer Price Inflation,12.1,71.3,25.4,157.9,228.2,,,,,,,,,,,,,-31.2,23.0,63.8,141.8,191.0,75.0,114.3,10.4,10.1,7.1,10.5,12.9,2.0,-0.8,-0.1,0.0,1.0,3.9,6.3,6.1,7.7,25.0,-0.7,4.0,5.3,3.2,2.9,3.9,1.2,3.0,2.9,2.4,2.0,2.9,2.9,5.3
KIR,826,Kiribati,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,16.1,7.7,5.5,6.3,5.4,4.5,6.6,-10.2,1.1,5.6,4.0,6.1,4.2,6.1,4.0,4.1,-1.7,2.6,3.7,1.8,0.4,6.0,3.2,1.6,-0.7,-0.4,-1.0,3.6,13.7,9.8,-3.9,1.5,-3.0,-1.5,2.1,0.6,1.9,0.4,0.6,-1.9,2.5,3.0,5.3
KNA,361,St. Kitts and Nevis,Inflation,Headline Consumer Price Inflation,15.8,-1.6,6.2,10.3,28.4,10.7,13.1,17.8,33.4,11.2,19.3,8.6,6.0,2.2,2.7,2.7,0.0,0.9,0.2,5.1,4.2,4.2,2.8,1.8,1.4,3.0,2.0,8.7,3.7,3.4,2.1,2.1,2.1,2.3,2.3,3.4,8.5,4.5,5.3,2.1,0.9,5.8,0.8,1.1,0.2,-2.3,-0.3,0.0,-0.2,-0.2,-0.6,0.2,2.7
KOR,542,"Korea, Rep.",Inflation,Headline Consumer Price Inflation,16.1,13.5,11.7,3.2,24.3,25.2,15.3,10.1,14.5,18.3,28.7,21.4,7.2,3.4,2.3,2.5,2.7,3.0,7.1,5.7,8.6,9.3,6.2,4.8,6.3,4.5,4.9,4.4,7.5,0.8,2.3,4.1,2.8,3.5,3.6,2.8,2.2,2.5,4.7,2.8,2.9,4.0,2.2,1.3,1.3,0.7,1.0,1.9,1.5,0.4,0.5,2.5,5.1
KWT,443,Kuwait,Inflation,Headline Consumer Price Inflation,8.3,8.3,8.3,9.2,13.0,8.4,5.2,9.9,8.7,7.1,6.9,7.4,7.8,4.7,1.2,1.5,1.0,0.7,1.5,3.3,15.8,8.1,-0.3,0.6,2.4,2.5,3.0,0.8,0.6,3.1,1.6,1.4,0.8,1.0,1.3,4.1,3.1,5.5,6.3,4.6,4.5,4.9,3.2,2.7,2.9,3.3,3.0,1.5,0.6,1.1,1.0,3.4,4.1
LAO,544,Lao PDR,Inflation,Headline Consumer Price Inflation,0.3,1.3,25.2,30.8,50.0,29.7,10.9,90.0,10.0,2.7,188.8,33.7,70.4,62.5,27.2,114.7,35.0,6.1,14.8,59.7,-26.3,13.4,9.8,5.7,7.7,19.1,19.1,19.5,90.1,128.4,8.4,7.7,10.6,15.5,10.5,7.2,6.6,4.7,7.6,0.2,6.0,7.6,4.3,6.4,4.1,1.3,1.6,0.7,2.0,3.3,5.1,3.8,23.0
LBN,446,Lebanon,Inflation,Headline Consumer Price Inflation,0.0,1.6,4.9,6.0,12.3,20.0,28.8,19.0,10.1,23.7,23.9,19.3,18.6,7.2,17.6,69.4,95.4,487.2,155.0,72.2,68.9,50.1,99.8,24.7,8.2,10.3,8.9,7.7,4.5,0.2,-0.4,-0.4,1.8,1.3,1.7,-0.7,5.6,4.1,10.8,1.2,4.0,5.0,6.6,5.6,1.1,-3.8,-0.8,4.5,6.1,2.9,84.9,154.8,189.4
LBR,668,Liberia,Inflation,Headline Consumer Price Inflation,1.5,-0.7,3.9,19.5,19.0,14.0,5.6,6.2,7.3,11.6,14.6,7.7,5.9,2.8,1.2,-0.6,3.6,5.0,9.6,25.3,-0.2,5.5,-1.1,7.1,5.3,6.5,5.5,-10.0,-6.7,0.9,5.3,12.1,14.2,10.3,3.6,6.9,9.5,11.4,17.5,7.4,7.3,8.5,6.8,7.6,9.9,7.7,8.8,12.4,23.6,27.0,11.9,7.8,7.6
LBY,672,Libya,Inflation,Headline Consumer Price Inflation,-5.3,-3.1,-0.3,8.0,7.5,9.1,5.5,6.3,29.4,-6.0,14.3,13.2,13.8,10.5,12.4,9.1,3.4,4.4,3.1,4.5,0.7,11.7,9.4,7.5,10.7,8.3,4.0,3.6,3.7,2.6,-2.9,-8.8,-9.9,-2.1,1.3,2.7,1.5,6.2,10.4,2.4,2.5,15.9,6.1,2.6,2.4,9.8,25.9,28.5,-1.2,4.6,22.3,2.8,4.5
LCA,362,St. Lucia,Inflation,Headline Consumer Price Inflation,13.4,8.4,7.9,13.4,34.2,17.7,9.7,8.9,10.9,9.4,19.4,15.1,4.6,1.5,2.0,0.5,2.2,7.0,0.8,4.4,4.3,5.5,5.7,0.8,2.7,5.9,0.9,0.0,3.2,2.4,4.8,5.3,-0.3,1.0,1.5,3.9,3.6,2.8,5.6,-0.2,3.3,2.8,4.2,1.5,3.5,-1.0,-3.1,0.1,2.0,0.5,0.3,2.4,6.4
LIE,423,Liechtenstein,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,-0.3,0.0,-1.1,-0.4,0.5,0.9,0.4,-0.7,0.5,8.4
LKA,524,Sri Lanka,Inflation,Headline Consumer Price Inflation,5.9,2.7,6.3,9.6,12.3,6.6,1.3,1.2,12.1,10.7,26.1,18.0,10.8,14.0,16.6,1.5,8.0,7.7,14.0,11.6,21.5,12.2,11.4,11.7,8.4,7.7,15.9,9.6,9.4,4.7,6.2,14.2,9.6,9.0,9.0,11.0,10.0,15.8,9.6,3.4,6.3,6.7,7.5,6.9,2.8,3.8,4.0,6.6,2.1,4.3,6.2,7.0,44.9
LSO,666,Lesotho,Inflation,Headline Consumer Price Inflation,13.4,13.4,13.4,13.4,13.4,14.2,11.4,16.7,13.5,16.0,19.6,11.9,14.4,15.1,11.6,15.0,15.7,12.0,12.4,14.7,12.0,17.3,18.1,10.7,8.3,9.7,8.9,8.4,8.2,7.8,6.1,8.0,12.2,6.3,4.6,3.6,6.3,9.2,10.7,5.8,3.3,6.0,5.5,5.0,4.6,4.3,6.2,4.5,4.0,5.2,5.0,6.0,8.3
